image_path,source_video,label_policy,notes
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_v_helicopter_002_f000178.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_V/V_HELICOPTER_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_v_helicopter_002_f000195.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_V/V_HELICOPTER_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_v_helicopter_002_f000213.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_V/V_HELICOPTER_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_v_helicopter_002_f000230.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_V/V_HELICOPTER_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_v_helicopter_002_f000247.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_V/V_HELICOPTER_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_v_helicopter_002_f000264.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_V/V_HELICOPTER_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_v_helicopter_002_f000282.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_V/V_HELICOPTER_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_v_helicopter_002_f000299.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_V/V_HELICOPTER_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000005.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000023.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000040.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000058.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000075.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000093.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000111.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000128.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000146.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000163.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000181.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000198.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000216.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000234.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000251.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000269.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000286.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_001_f000304.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000005.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000022.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000039.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000056.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000073.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000090.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000107.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000124.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000141.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000159.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000176.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000193.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000210.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000227.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000244.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000261.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000278.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_bird_002_f000295.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_BIRD_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000005.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000023.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000042.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000060.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000078.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000096.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000115.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000133.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000151.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000170.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000188.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000206.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000225.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000243.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000261.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000279.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000298.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_001_f000316.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_001.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class_hard_v2/images/train_public_neg/neg_ir_airplane_002_f000005.jpg,C:/Users/Tony/Desktop/eclipse-workspace-codex/eclipse-workspace/Thesis Project/datasets/drone_single_class/raw_sources/public/Drone-detection-dataset/Data/Video_IR/IR_AIRPLANE_002.mp4,empty_label_hard_negative,non-drone public-video frame; safe to train with empty YOLO label
